seq_id	start	end	align_to
GGBKTAO02BP3A6	1	21	primer
GGBKTAO02B05HX	1	21	primer
GGBKTAO02BMBC5	1	21	primer
GGBKTAO02BRBFR	1	21	primer
GGBKTAO02BVPKI	1	21	primer
GGBKTAO02BRXOF	1	21	primer
GGBKTAO02BSMXR	1	21	primer
GGBKTAO02BSMXR	310	329	adaptor
GGBKTAO02BO1B5	1	21	primer
GGBKTAO02BSJQ1	1	21	primer
GGBKTAO02BZT2Q	1	21	primer
GGBKTAO02BXZQR	1	21	primer
GGBKTAO02BVF2I	1	21	primer
GGBKTAO02BZNQR	1	21	primer
GGBKTAO02BO7M2	1	21	primer
GGBKTAO02BMBF9	1	21	primer
GGBKTAO02BWBM0	1	21	primer
GGBKTAO02B0ML7	1	21	primer
GGBKTAO02BXTGG	1	21	primer
GGBKTAO02B1K7H	1	21	primer
GGBKTAO02B08N9	1	21	primer
GGBKTAO02BSJUA	1	21	primer
GGBKTAO02BLFRD	1	21	primer
GGBKTAO02BMXJR	1	21	primer
GGBKTAO02BQI4F	1	21	primer
GGBKTAO02BSWCF	1	21	primer
GGBKTAO02BT7WM	1	21	primer
GGBKTAO02BT7SQ	1	21	primer
GGBKTAO02BQSH2	1	21	primer
GGBKTAO02BS2NL	1	21	primer
GGBKTAO02BM0LG	1	21	primer
GGBKTAO02BQ121	1	21	primer
GGBKTAO02BVCVI	1	21	primer
GGBKTAO02BN8WW	1	21	primer
GGBKTAO02BWXVS	1	21	primer
GGBKTAO02BM61Q	1	21	primer
GGBKTAO02BYR3F	1	21	primer
GGBKTAO02BT7V0	1	21	primer
GGBKTAO02BOICI	1	21	primer
GGBKTAO02BUAW1	1	21	primer
GGBKTAO02BZ6SF	1	21	primer
GGBKTAO02BPNJ7	1	21	primer
GGBKTAO02BU6JX	1	21	primer
GGBKTAO02BWESN	1	21	primer
GGBKTAO02BTLM4	1	21	primer
GGBKTAO02BMEH0	1	21	primer
GGBKTAO02BYYHG	1	21	primer
GGBKTAO02B1OJQ	1	21	primer
GGBKTAO02BUQUM	1	21	primer
GGBKTAO02BX85S	1	21	primer
GGBKTAO02BWUJY	1	21	primer
GGBKTAO02BZ6R4	1	21	primer
GGBKTAO02BRN5B	1	21	primer
GGBKTAO02BXP5H	1	21	primer
GGBKTAO02BMQ6N	1	21	primer
GGBKTAO02BQ8A2	1	21	primer
GGBKTAO02BX5XZ	1	21	primer
GGBKTAO02BPTVM	1	21	primer
GGBKTAO02BRUJH	1	21	primer
GGBKTAO02BSS9J	1	21	primer
GGBKTAO02BPNJ4	1	21	primer
GGBKTAO02BLL1K	1	21	primer
GGBKTAO02BPWY2	1	21	primer
GGBKTAO02BM3TM	1	21	primer
GGBKTAO02BZNR5	1	21	primer
GGBKTAO02BXM3Z	1	21	primer
GGBKTAO02B0F4A	1	21	primer
GGBKTAO02BPDZA	1	21	primer
GGBKTAO02B136O	1	21	primer
GGBKTAO02BPWZI	1	21	primer
GGBKTAO02BMXGZ	1	21	primer
GGBKTAO02B0POK	1	21	primer
GGBKTAO02BR66Z	1	21	primer
GGBKTAO02B1RKO	1	21	primer
GGBKTAO02BT1GS	1	21	primer
GGBKTAO02BN8WE	1	21	primer
GGBKTAO02BS2PK	1	21	primer
GGBKTAO02BR0SU	1	21	primer
GGBKTAO02BZ0GS	1	21	primer
GGBKTAO02BRUGV	1	21	primer
GGBKTAO02BWK4I	1	21	primer
GGBKTAO02BM6V5	1	21	primer
GGBKTAO02BZ0HJ	1	21	primer
GGBKTAO02BNGC6	1	21	primer
GGBKTAO02BMXKM	1	21	primer
GGBKTAO02BV8JF	1	21	primer
GGBKTAO02BTB4I	1	21	primer
GGBKTAO02BSMYH	1	21	primer
GGBKTAO02BPNEQ	1	21	primer
GGBKTAO02B02C0	1	21	primer
GGBKTAO02BP9OF	1	21	primer
GGBKTAO02BQSGY	1	21	primer
GGBKTAO02BPNI1	1	21	primer
GGBKTAO02BR30N	1	21	primer
GGBKTAO02BQVO3	1	21	primer
GGBKTAO02BY7WL	1	21	primer
GGBKTAO02BORRT	1	21	primer
GGBKTAO02BQPHE	1	21	primer
GGBKTAO02BXM04	1	21	primer
GGBKTAO02BMKV7	1	21	primer
GGBKTAO02BN8VU	1	21	primer
GGBKTAO02BN8VU	300	319	adaptor
GGBKTAO02B1K8G	1	21	primer
GGBKTAO02BNDDA	1	21	primer
GGBKTAO02BW30K	1	21	primer
GGBKTAO02BV5C3	1	21	primer
GGBKTAO02BOE50	1	21	primer
GGBKTAO02BSJRJ	1	21	primer
GGBKTAO02BY715	1	21	primer
GGBKTAO02BZ9S7	1	21	primer
GGBKTAO02BNGG8	1	21	primer
GGBKTAO02BNGG8	301	320	adaptor
GGBKTAO02B1OJF	1	21	primer
GGBKTAO02BZKJJ	1	21	primer
GGBKTAO02BZKJJ	275	294	adaptor
GGBKTAO02BXTE6	1	21	primer
GGBKTAO02B0F5H	1	21	primer
GGBKTAO02B1K7L	1	21	primer
GGBKTAO02BSMVL	1	21	primer
GGBKTAO02BOX58	1	21	primer
GGBKTAO02BZHC1	1	21	primer
GGBKTAO02BZHC1	161	180	adaptor
GGBKTAO02BQ1X2	1	21	primer
GGBKTAO02BP27J	1	21	primer
GGBKTAO02BWK5O	1	21	primer
GGBKTAO02BQPBK	1	21	primer
GGBKTAO02BVYXX	1	21	primer
GGBKTAO02BNS4O	1	21	primer
GGBKTAO02BOE49	1	21	primer
GGBKTAO02BXDLZ	1	21	primer
GGBKTAO02BW67A	1	21	primer
GGBKTAO02BZ6Q8	1	21	primer
GGBKTAO02BPQK7	1	21	primer
GGBKTAO02BP9JJ	1	21	primer
GGBKTAO02B05GJ	1	21	primer
GGBKTAO02BRN47	1	21	primer
GGBKTAO02BL78W	1	21	primer
GGBKTAO02BT7V7	1	21	primer
GGBKTAO02BT7V7	317	336	adaptor
GGBKTAO02BLO5U	1	21	primer
GGBKTAO02BQYVW	1	21	primer
GGBKTAO02BM6XB	1	21	primer
GGBKTAO02BMHR2	1	21	primer
GGBKTAO02BU3EV	1	21	primer
GGBKTAO02BXJT8	1	21	primer
GGBKTAO02B0PRP	1	21	primer
GGBKTAO02BMBBU	1	21	primer
GGBKTAO02BZHCX	1	21	primer
GGBKTAO02BSP5E	1	21	primer
GGBKTAO02BQSI6	1	21	primer
GGBKTAO02BUHCW	1	21	primer
GGBKTAO02BM97Z	1	21	primer
GGBKTAO02BMHNX	1	21	primer
GGBKTAO02BVVSN	1	21	primer
GGBKTAO02B0Y4R	1	21	primer
GGBKTAO02BX54L	1	21	primer
GGBKTAO02BSMYP	1	21	primer
GGBKTAO02BUQRR	1	21	primer
GGBKTAO02BLO9Y	1	21	primer
GGBKTAO02BVMCW	1	21	primer
GGBKTAO02BLYOM	1	21	primer
GGBKTAO02BV8HY	1	21	primer
GGBKTAO02BUQQA	1	21	primer
GGBKTAO02BSP1A	1	21	primer
GGBKTAO02BNMUB	1	21	primer
GGBKTAO02BORSO	1	21	primer
GGBKTAO02BXWGK	1	21	primer
GGBKTAO02BV5B4	1	21	primer
GGBKTAO02BZ9W5	1	21	primer
GGBKTAO02BZXA9	1	21	primer
GGBKTAO02BOOP1	1	21	primer
GGBKTAO02BZKLL	1	21	primer
GGBKTAO02BO1FZ	1	21	primer
GGBKTAO02BPQPS	1	21	primer
GGBKTAO02B1LB7	1	21	primer
GGBKTAO02BM3TQ	1	21	primer
GGBKTAO02BPTS5	1	21	primer
GGBKTAO02BXAF9	1	21	primer
GGBKTAO02BPDZR	1	21	primer
GGBKTAO02BPDZR	301	320	adaptor
GGBKTAO02B02B7	1	21	primer
GGBKTAO02BUW0V	1	21	primer
GGBKTAO02BRRD0	1	21	primer
GGBKTAO02BORRX	1	21	primer
GGBKTAO02BTIIK	1	21	primer
GGBKTAO02BTIIK	359	378	adaptor
GGBKTAO02BL4ZO	1	21	primer
GGBKTAO02BWUMM	1	21	primer
GGBKTAO02BLSFU	1	21	primer
GGBKTAO02BPAUE	1	21	primer
GGBKTAO02BPD1A	1	21	primer
GGBKTAO02BNV5Z	1	21	primer
GGBKTAO02BNMQ1	1	21	primer
GGBKTAO02B0Y8R	1	21	primer
GGBKTAO02B138T	1	21	primer
GGBKTAO02BYIP2	1	21	primer
GGBKTAO02BVPGH	1	21	primer
GGBKTAO02BZKLW	1	21	primer
GGBKTAO02BT4PN	1	21	primer
GGBKTAO02BNZGS	1	21	primer
GGBKTAO02BLPBK	1	21	primer
GGBKTAO02BS2SK	1	21	primer
GGBKTAO02BY4QA	1	21	primer
GGBKTAO02BWBKQ	1	21	primer
GGBKTAO02BRKZ9	1	21	primer
GGBKTAO02BMKUC	1	21	primer
GGBKTAO02BM972	1	21	primer
GGBKTAO02BY7YH	1	21	primer
GGBKTAO02BM3RH	1	21	primer
GGBKTAO02BRQ9A	1	21	primer
GGBKTAO02BS2QH	1	21	primer
GGBKTAO02BUQUI	1	21	primer
GGBKTAO02BSDHX	1	21	primer
GGBKTAO02BX5YP	1	21	primer
GGBKTAO02BPW1N	1	21	primer
GGBKTAO02BRN3N	1	21	primer
GGBKTAO02BTB6W	1	21	primer
GGBKTAO02B0JBV	1	21	primer
GGBKTAO02BYCF9	1	21	primer
GGBKTAO02BPZ1H	1	21	primer
GGBKTAO02B1RON	1	21	primer
GGBKTAO02BO1DQ	1	21	primer
GGBKTAO02BM0LX	1	21	primer
GGBKTAO02BUQSJ	1	21	primer
GGBKTAO02BR992	1	21	primer
GGBKTAO02BTU4N	1	21	primer
GGBKTAO02BORXT	1	21	primer
GGBKTAO02BMELB	1	21	primer
GGBKTAO02BV8IG	1	21	primer
GGBKTAO02BW32T	1	21	primer
GGBKTAO02BPDX5	1	21	primer
GGBKTAO02B1RL0	1	21	primer
GGBKTAO02B05HG	1	21	primer
GGBKTAO02B1ROR	1	21	primer
GGBKTAO02BQSHV	1	21	primer
GGBKTAO02BVI53	1	21	primer
GGBKTAO02BRHTH	1	21	primer
GGBKTAO02B1H4B	1	21	primer
GGBKTAO02BYOXA	1	21	primer
GGBKTAO02BY7XL	1	21	primer
GGBKTAO02BSMWI	1	21	primer
GGBKTAO02BP29A	1	21	primer
GGBKTAO02BQ1ZV	1	21	primer
GGBKTAO02BPW05	1	21	primer
GGBKTAO02BOB2M	1	21	primer
GGBKTAO02BYYH3	1	21	primer
GGBKTAO02BUZ9C	2	21	primer
GGBKTAO02BM3VE	1	21	primer
GGBKTAO02BN5PP	1	21	primer
GGBKTAO02BVF1J	1	21	primer
GGBKTAO02BPDWU	1	21	primer
GGBKTAO02BNDD0	1	21	primer
GGBKTAO02BVSME	1	21	primer
GGBKTAO02BUW3B	1	21	primer
GGBKTAO02BR65P	1	21	primer
GGBKTAO02BY7ZR	1	21	primer
GGBKTAO02BOB26	1	21	primer
GGBKTAO02BRUD8	1	21	primer
GGBKTAO02BOX8B	1	21	primer
GGBKTAO02BTFGI	1	21	primer
GGBKTAO02BMKSG	1	21	primer
GGBKTAO02BXZRN	1	21	primer
GGBKTAO02BTYEA	1	21	primer
GGBKTAO02BU9Q2	1	21	primer
GGBKTAO02BOOMR	1	21	primer
GGBKTAO02BPJ8N	1	21	primer
GGBKTAO02BTLPU	1	21	primer
GGBKTAO02BQCRN	1	21	primer
GGBKTAO02BMEK4	1	21	primer
GGBKTAO02BTB46	1	21	primer
GGBKTAO02BW67D	1	21	primer
GGBKTAO02BO7MH	1	21	primer
GGBKTAO02BWXO6	1	21	primer
GGBKTAO02B0SS8	1	21	primer
GGBKTAO02BTFEE	1	21	primer
GGBKTAO02BPG7H	1	21	primer
GGBKTAO02BTLLF	1	21	primer
GGBKTAO02BS2SN	1	21	primer
GGBKTAO02BQIZ7	1	21	primer
GGBKTAO02BZT4I	1	21	primer
GGBKTAO02BSJPM	1	21	primer
GGBKTAO02B1058	1	21	primer
GGBKTAO02BUNNV	1	21	primer
GGBKTAO02BY4VW	1	21	primer
GGBKTAO02BQ8DE	1	21	primer
GGBKTAO02BWXVP	1	21	primer
GGBKTAO02BU6JJ	1	21	primer
GGBKTAO02BPDZ8	1	21	primer
GGBKTAO02BVF2W	1	21	primer
GGBKTAO02BUQR8	1	21	primer
GGBKTAO02BP9JU	1	21	primer
GGBKTAO02BRUJV	1	21	primer
GGBKTAO02BRK3D	1	21	primer
GGBKTAO02BNZHI	1	21	primer
GGBKTAO02BRRAS	1	21	primer
GGBKTAO02B1E2I	1	21	primer
GGBKTAO02BMUA9	1	21	primer
GGBKTAO02BMXE4	1	21	primer
GGBKTAO02BL79G	1	21	primer
GGBKTAO02BVPLT	1	21	primer
GGBKTAO02BSADB	1	21	primer
GGBKTAO02BR3V8	1	21	primer
GGBKTAO02B0Y3S	1	21	primer
GGBKTAO02BSTAP	1	21	primer
GGBKTAO02BY4TJ	1	21	primer
GGBKTAO02BY1QM	1	21	primer
GGBKTAO02BWHWW	1	21	primer
GGBKTAO02BNMVI	1	21	primer
GGBKTAO02BZNQ6	1	21	primer
GGBKTAO02BLVJS	1	21	primer
GGBKTAO02BLSD4	1	21	primer
GGBKTAO02BUW24	1	21	primer
GGBKTAO02BO1E0	1	21	primer
GGBKTAO02B1H7D	1	21	primer
GGBKTAO02BZHIE	1	21	primer
GGBKTAO02BWHW7	1	21	primer
GGBKTAO02BNC9F	1	21	primer
GGBKTAO02BTOUM	1	21	primer
GGBKTAO02BYCER	1	21	primer
GGBKTAO02BXP6I	1	21	primer
GGBKTAO02BYFH5	1	21	primer
GGBKTAO02BRXQO	1	21	primer
GGBKTAO02BXZNF	1	21	primer
GGBKTAO02BY7VS	1	21	primer
GGBKTAO02BWUL0	1	21	primer
GGBKTAO02BRK1X	1	21	primer
GGBKTAO02BRBL8	1	21	primer
GGBKTAO02B0SU0	1	21	primer
GGBKTAO02BNS33	1	21	primer
GGBKTAO02BL41J	1	21	primer
GGBKTAO02BWXRK	1	21	primer
GGBKTAO02BLYOB	1	21	primer
GGBKTAO02B1OGJ	1	21	primer
GGBKTAO02B1ODR	1	21	primer
GGBKTAO02BSZJ1	1	21	primer
GGBKTAO02BSZJ1	317	336	adaptor
GGBKTAO02BXTHL	1	21	primer
GGBKTAO02BWBLF	1	21	primer
GGBKTAO02BO7Q6	1	21	primer
GGBKTAO02B0SXY	1	21	primer
GGBKTAO02BQCRG	1	21	primer
GGBKTAO02BP9JE	1	21	primer
GGBKTAO02BQPCC	1	21	primer
GGBKTAO02BORWZ	1	21	primer
GGBKTAO02BSP5A	1	21	primer
GGBKTAO02BPQK4	1	21	primer
GGBKTAO02BMKSO	1	21	primer
GGBKTAO02BLIVY	1	21	primer
GGBKTAO02BREPH	1	21	primer
GGBKTAO02BMXEN	1	21	primer
GGBKTAO02BW36H	1	21	primer
GGBKTAO02BRHVM	1	21	primer
GGBKTAO02BVFYW	1	21	primer
GGBKTAO02B02FL	1	21	primer
GGBKTAO02BZ3M7	1	21	primer
GGBKTAO02BQCN5	1	21	primer
GGBKTAO02B0PP5	1	21	primer
GGBKTAO02BQCRK	1	21	primer
GGBKTAO02B05IU	1	21	primer
GGBKTAO02BPTR9	1	21	primer
GGBKTAO02BVMFV	1	21	primer
GGBKTAO02BPQLK	1	21	primer
GGBKTAO02BV8ID	1	21	primer
GGBKTAO02BM92L	1	21	primer
GGBKTAO02BPTQL	1	21	primer
GGBKTAO02BQCTN	1	21	primer
GGBKTAO02BUTYG	1	21	primer
GGBKTAO02BVSMI	1	21	primer
GGBKTAO02BOE6H	1	21	primer
GGBKTAO02BRERE	1	21	primer
GGBKTAO02BO4ES	1	21	primer
GGBKTAO02BYR2F	1	21	primer
GGBKTAO02BZW5Z	1	21	primer
GGBKTAO02BLSGR	1	21	primer
GGBKTAO02BQ10V	1	20	primer
GGBKTAO02B0MGG	1	21	primer
GGBKTAO02B0JCI	1	21	primer
GGBKTAO02BV8EW	1	21	primer
GGBKTAO02BYIMZ	1	21	primer
GGBKTAO02BQCOC	1	21	primer
GGBKTAO02BQVTA	1	21	primer
GGBKTAO02B1USG	1	21	primer
GGBKTAO02BPZ7H	1	21	primer
GGBKTAO02BYU95	1	21	primer
GGBKTAO02BUT09	1	21	primer
GGBKTAO02BM6XT	1	21	primer
GGBKTAO02BR61N	1	21	primer
GGBKTAO02BPNF7	1	21	primer
GGBKTAO02B1OHK	1	21	primer
GGBKTAO02BQI50	1	21	primer
GGBKTAO02BUD1Y	1	21	primer
GGBKTAO02BS84F	1	21	primer
GGBKTAO02BWHYS	1	21	primer
GGBKTAO02BXWMS	1	21	primer
GGBKTAO02BN2JM	1	21	primer
GGBKTAO02BXACC	1	21	primer
GGBKTAO02BUG68	1	21	primer
GGBKTAO02BOX8E	1	21	primer
GGBKTAO02BS2MZ	1	21	primer
GGBKTAO02B1H6R	1	21	primer
GGBKTAO02BTU3M	1	21	primer
GGBKTAO02BWUKT	1	21	primer
GGBKTAO02BLYP6	1	21	primer
GGBKTAO02BWUPA	1	21	primer
GGBKTAO02BQ43P	1	21	primer
GGBKTAO02BPJ8P	1	21	primer
GGBKTAO02BTFFG	1	21	primer
GGBKTAO02B0V17	1	21	primer
GGBKTAO02BXGUB	1	21	primer
GGBKTAO02B1RN9	1	21	primer
GGBKTAO02BRN9E	1	21	primer
GGBKTAO02BXJYY	1	21	primer
GGBKTAO02BXAG4	1	21	primer
GGBKTAO02BW36D	1	21	primer
GGBKTAO02BWUM4	1	21	primer
GGBKTAO02BRN63	1	21	primer
GGBKTAO02BLYMV	1	21	primer
GGBKTAO02BORU7	1	21	primer
GGBKTAO02BN5R3	1	21	primer
GGBKTAO02BTU5Z	1	21	primer
GGBKTAO02BYCDL	1	21	primer
GGBKTAO02BP6D0	1	21	primer
GGBKTAO02BMEGJ	1	21	primer
GGBKTAO02BRBIS	1	21	primer
GGBKTAO02BYILP	1	21	primer
GGBKTAO02BVPK4	1	21	primer
GGBKTAO02BXDOH	1	21	primer
GGBKTAO02BRK05	1	21	primer
GGBKTAO02BT4LX	1	21	primer
GGBKTAO02BWK37	1	21	primer
GGBKTAO02BLVHK	1	21	primer
GGBKTAO02BWBQ1	1	21	primer
GGBKTAO02BQPDN	1	21	primer
GGBKTAO02BZ0CW	1	21	primer
GGBKTAO02BNV94	1	21	primer
GGBKTAO02BW68N	1	21	primer
GGBKTAO02BSAB7	1	21	primer
GGBKTAO02BZ6OG	1	21	primer
GGBKTAO02BWN73	1	21	primer
GGBKTAO02BTB9M	1	21	primer
GGBKTAO02B0C2M	1	21	primer
GGBKTAO02BNZCX	1	21	primer
GGBKTAO02BUKFL	1	21	primer
GGBKTAO02BZHD6	1	21	primer
GGBKTAO02BQL6I	1	21	primer
GGBKTAO02BOOQP	1	21	primer
GGBKTAO02BU6LJ	1	21	primer
GGBKTAO02BMHQP	1	21	primer
GGBKTAO02BZ6SJ	1	21	primer
GGBKTAO02B0MHY	1	21	primer
GGBKTAO02BPG3Z	1	21	primer
GGBKTAO02BOE75	1	21	primer
GGBKTAO02B1UQE	1	21	primer
GGBKTAO02BPNDR	1	21	primer
GGBKTAO02B08L2	1	21	primer
GGBKTAO02BLL13	1	21	primer
GGBKTAO02BPG26	1	21	primer
GGBKTAO02BZ6P1	1	21	primer
GGBKTAO02BP9N0	1	21	primer
GGBKTAO02BUZ6A	1	21	primer
GGBKTAO02BR99O	1	21	primer
GGBKTAO02B0F9F	1	21	primer
GGBKTAO02BXTFN	1	21	primer
GGBKTAO02BYO3F	1	21	primer
GGBKTAO02BZ9XY	1	21	primer
GGBKTAO02BY1O5	1	21	primer
GGBKTAO02BZA6L	1	21	primer
GGBKTAO02BTR3I	1	21	primer
GGBKTAO02BQVPR	1	21	primer
GGBKTAO02BQ8FQ	1	21	primer
GGBKTAO02BV5DE	1	21	primer
GGBKTAO02BPTTH	1	21	primer
GGBKTAO02BWRHJ	1	21	primer
GGBKTAO02BSZHV	1	21	primer
GGBKTAO02BMHL9	1	21	primer
GGBKTAO02B1EZC	1	21	primer
GGBKTAO02BZ0G3	1	21	primer
GGBKTAO02BPTPT	1	21	primer
GGBKTAO02BPJ9W	1	21	primer
GGBKTAO02BSGOG	1	21	primer
GGBKTAO02BQPGI	1	21	primer
GGBKTAO02BTR10	1	21	primer
GGBKTAO02BWBPK	1	21	primer
GGBKTAO02BMKUN	1	21	primer
GGBKTAO02B1OIQ	1	21	primer
GGBKTAO02B0CZC	1	21	primer
GGBKTAO02BTU8Z	1	21	primer
GGBKTAO02BPQL8	1	21	primer
GGBKTAO02BUQRN	1	21	primer
GGBKTAO02BTIFT	1	21	primer
GGBKTAO02BPTRE	1	21	primer
GGBKTAO02BU3DT	1	21	primer
GGBKTAO02BLSHS	1	21	primer
GGBKTAO02BL4ZV	1	21	primer
GGBKTAO02BOLJ0	1	21	primer
GGBKTAO02BN8YL	1	21	primer
GGBKTAO02BWH2N	1	21	primer
GGBKTAO02BO7RK	1	21	primer
GGBKTAO02BWHXT	1	21	primer
GGBKTAO02BLL5T	1	21	primer
GGBKTAO02BPKA8	1	21	primer
GGBKTAO02BPJ8C	1	21	primer
GGBKTAO02BX85W	1	21	primer
GGBKTAO02BN5NX	1	21	primer
GGBKTAO02BVYZY	1	21	primer
GGBKTAO02BQL55	1	21	primer
GGBKTAO02BN5RZ	1	21	primer
GGBKTAO02BXWMD	1	21	primer
GGBKTAO02BYOWT	1	21	primer
GGBKTAO02BZ0ET	1	21	primer
GGBKTAO02BTFDW	1	21	primer
GGBKTAO02BWH14	1	21	primer
GGBKTAO02BQ48F	1	21	primer
GGBKTAO02BOLF5	1	21	primer
GGBKTAO02BTFDZ	1	21	primer
GGBKTAO02BMNZ2	1	21	primer
GGBKTAO02BYFJR	1	21	primer
GGBKTAO02BWRDZ	1	21	primer
GGBKTAO02BTLN3	1	21	primer
GGBKTAO02BNPYH	1	21	primer
GGBKTAO02BRBHM	1	21	primer
GGBKTAO02BWHZU	1	21	primer
GGBKTAO02BVVXZ	1	21	primer
GGBKTAO02BT7T7	1	21	primer
GGBKTAO02BNV7Y	1	21	primer
GGBKTAO02B1LAP	1	21	primer
GGBKTAO02BW315	1	21	primer
GGBKTAO02BTX86	1	21	primer
GGBKTAO02B0Y62	1	21	primer
GGBKTAO02BQVMV	1	21	primer
GGBKTAO02BZ3IU	1	21	primer
GGBKTAO02B1UTQ	1	21	primer
GGBKTAO02BWRF6	1	21	primer
GGBKTAO02BLVK0	1	21	primer
GGBKTAO02BXGQN	1	21	primer
GGBKTAO02B0VZG	1	21	primer
GGBKTAO02BRUJM	1	21	primer
GGBKTAO02BQ8E9	1	21	primer
GGBKTAO02BPAQ7	1	21	primer
GGBKTAO02B0V1T	1	21	primer
GGBKTAO02BXM1W	1	21	primer
GGBKTAO02BXTBB	1	21	primer
GGBKTAO02BTRXB	1	21	primer
GGBKTAO02BMNZW	1	21	primer
GGBKTAO02BMT8P	1	21	primer
GGBKTAO02BVSQQ	1	21	primer
GGBKTAO02B0SS0	1	21	primer
GGBKTAO02BT4NB	1	21	primer
GGBKTAO02BP9KY	1	21	primer
GGBKTAO02BPJ8H	1	21	primer
GGBKTAO02BOBYV	1	21	primer
GGBKTAO02BP26R	1	21	primer
GGBKTAO02BP26R	317	336	adaptor
GGBKTAO02BMQ4Q	1	21	primer
GGBKTAO02BQMBX	1	21	primer
GGBKTAO02BXAHZ	1	21	primer
GGBKTAO02BPD08	1	21	primer
GGBKTAO02BVVRV	1	21	primer
GGBKTAO02BV8FE	1	21	primer
GGBKTAO02BTU3Q	1	21	primer
GGBKTAO02BNJI0	1	21	primer
GGBKTAO02BLCOT	1	21	primer
GGBKTAO02BUW5T	1	21	primer
GGBKTAO02BMUEV	1	21	primer
GGBKTAO02BWHZJ	1	21	primer
GGBKTAO02BTLRG	1	21	primer
GGBKTAO02BSJN5	1	21	primer
GGBKTAO02BVCZS	1	21	primer
GGBKTAO02B019Q	1	21	primer
GGBKTAO02BWUNO	1	21	primer
GGBKTAO02BOUZI	1	21	primer
GGBKTAO02BQSJ5	1	21	primer
GGBKTAO02BY7WW	1	21	primer
GGBKTAO02BUAZU	1	21	primer
GGBKTAO02BXDK5	1	21	primer
GGBKTAO02BSDDB	1	21	primer
GGBKTAO02BPZ5J	1	21	primer
GGBKTAO02BPZ0O	1	21	primer
GGBKTAO02BXADP	1	21	primer
GGBKTAO02BYLT0	1	21	primer
GGBKTAO02B1OIX	1	21	primer
GGBKTAO02BSJUP	1	21	primer
GGBKTAO02BLSCC	1	21	primer
GGBKTAO02BNPWE	1	21	primer
GGBKTAO02BO4G0	1	21	primer
GGBKTAO02BS84J	1	21	primer
GGBKTAO02BUA0N	1	21	primer
GGBKTAO02BUD2Y	1	21	primer
GGBKTAO02BQ8BR	1	21	primer
GGBKTAO02BNDA7	1	21	primer
GGBKTAO02BX54D	1	21	primer
GGBKTAO02BVI6A	1	21	primer
GGBKTAO02BZA1F	1	21	primer
GGBKTAO02BMHOM	1	21	primer
GGBKTAO02BTX9C	1	21	primer
GGBKTAO02BXJT4	1	21	primer
GGBKTAO02B1K7Q	1	21	primer
GGBKTAO02BO7OB	1	21	primer
GGBKTAO02BQFX1	1	21	primer
GGBKTAO02BYINI	1	21	primer
GGBKTAO02B0JBG	1	21	primer
GGBKTAO02BXTFV	1	21	primer
GGBKTAO02BUZ9V	1	21	primer
GGBKTAO02BSWA9	1	21	primer
GGBKTAO02BLVHE	1	21	primer
GGBKTAO02BNS5U	1	21	primer
GGBKTAO02BN5N6	1	21	primer
GGBKTAO02B104D	1	21	primer
GGBKTAO02BM3VC	1	21	primer
GGBKTAO02BWHXI	1	21	primer
GGBKTAO02BSWHV	1	21	primer
GGBKTAO02BX2WS	1	21	primer
GGBKTAO02BVMAG	1	21	primer
GGBKTAO02BY71M	1	21	primer
GGBKTAO02BY71M	298	317	adaptor
GGBKTAO02BZEBP	1	21	primer
GGBKTAO02BUG85	1	21	primer
GGBKTAO02BQCQZ	1	21	primer
GGBKTAO02B1368	1	21	primer
GGBKTAO02BWK24	1	21	primer
GGBKTAO02BRUFJ	1	21	primer
GGBKTAO02BVI8Y	1	21	primer
GGBKTAO02BMKVW	1	21	primer
GGBKTAO02BRHRL	1	21	primer
GGBKTAO02BW31K	1	21	primer
GGBKTAO02BW31K	317	336	adaptor
GGBKTAO02BLPBD	1	21	primer
GGBKTAO02BTYDS	1	21	primer
GGBKTAO02BVPLE	1	21	primer
GGBKTAO02BRK1Z	1	21	primer
GGBKTAO02BQL8H	1	21	primer
GGBKTAO02BW0VE	1	21	primer
GGBKTAO02BS2N1	1	21	primer
GGBKTAO02BX2S9	1	21	primer
GGBKTAO02BOLMQ	1	21	primer
GGBKTAO02B1UU3	1	21	primer
GGBKTAO02BWUND	1	21	primer
GGBKTAO02BOE7S	1	21	primer
GGBKTAO02BN2LY	1	21	primer
GGBKTAO02BRXMW	1	21	primer
GGBKTAO02BSS5J	1	21	primer
GGBKTAO02BM6WK	1	21	primer
GGBKTAO02BM6WK	251	270	adaptor
GGBKTAO02BPD03	1	21	primer
GGBKTAO02BY70N	1	21	primer
GGBKTAO02BQYVF	1	21	primer
GGBKTAO02BP9IV	1	21	primer
GGBKTAO02BPAWP	1	21	primer
GGBKTAO02BX2Y3	1	21	primer
GGBKTAO02B1007	96	115	adaptor
GGBKTAO02BRHSD	1	21	primer
GGBKTAO02BU3CF	1	21	primer
GGBKTAO02BZKLH	1	21	primer
GGBKTAO02BX50R	1	21	primer
GGBKTAO02BLYP2	1	21	primer
GGBKTAO02BRREX	1	21	primer
GGBKTAO02BUNKK	1	21	primer
GGBKTAO02BVJA8	1	21	primer
GGBKTAO02BM0LM	1	21	primer
GGBKTAO02BM0NW	1	21	primer
GGBKTAO02BP6E8	1	21	primer
GGBKTAO02BUA15	1	21	primer
GGBKTAO02BSZLP	1	21	primer
GGBKTAO02BQ8BN	1	21	primer
